name,url
Fsrmreports.h,https://learn.microsoft.com/en-us/windows/win32/api/fsrmreports/
Fsrmscreen.h,https://learn.microsoft.com/en-us/windows/win32/api/fsrmscreen/
Fsrmtlb.h,https://learn.microsoft.com/en-us/windows/win32/api/fsrmtlb/
Functiondiscoveryapi.h,https://learn.microsoft.com/en-us/windows/win32/api/functiondiscoveryapi/
Functiondiscoveryconstraints.h,https://learn.microsoft.com/en-us/windows/win32/api/functiondiscoveryconstraints/
Functiondiscoveryprovider.h,https://learn.microsoft.com/en-us/windows/win32/api/functiondiscoveryprovider/
Fwpmtypes.h,https://learn.microsoft.com/en-us/windows/win32/api/fwpmtypes/
Fwpmu.h,https://learn.microsoft.com/en-us/windows/win32/api/fwpmu/
Fwpstypes.h,https://learn.microsoft.com/en-us/windows/win32/api/fwpstypes/
Fwptypes.h,https://learn.microsoft.com/en-us/windows/win32/api/fwptypes/
Fxsutility.h,https://learn.microsoft.com/en-us/windows/win32/api/fxsutility/
Gamingdeviceinformation.h,https://learn.microsoft.com/en-us/windows/win32/api/gamingdeviceinformation/
Gamingtcui.h,https://learn.microsoft.com/en-us/windows/win32/api/gamingtcui/
Gb18030.h,https://learn.microsoft.com/en-us/windows/win32/api/gb18030/
Gdiplusbase.h,https://learn.microsoft.com/en-us/windows/win32/api/gdiplusbase/
Gdiplusbrush.h,https://learn.microsoft.com/en-us/windows/win32/api/gdiplusbrush/
Gdipluscolor.h,https://learn.microsoft.com/en-us/windows/win32/api/gdipluscolor/
Gdipluscolormatrix.h,https://learn.microsoft.com/en-us/windows/win32/api/gdipluscolormatrix/
Gdipluseffects.h,https://learn.microsoft.com/en-us/windows/win32/api/gdipluseffects/
Gdiplusenums.h,https://learn.microsoft.com/en-us/windows/win32/api/gdiplusenums/
Gdiplusgraphics.h,https://learn.microsoft.com/en-us/windows/win32/api/gdiplusgraphics/
Gdiplusheaders.h,https://learn.microsoft.com/en-us/windows/win32/api/gdiplusheaders/
Gdiplusimageattributes.h,https://learn.microsoft.com/en-us/windows/win32/api/gdiplusimageattributes/
Gdiplusimagecodec.h,https://learn.microsoft.com/en-us/windows/win32/api/gdiplusimagecodec/
Gdiplusimaging.h,https://learn.microsoft.com/en-us/windows/win32/api/gdiplusimaging/
Gdiplusinit.h,https://learn.microsoft.com/en-us/windows/win32/api/gdiplusinit/
Gdipluslinecaps.h,https://learn.microsoft.com/en-us/windows/win32/api/gdipluslinecaps/
